露營場名稱,縣市別,縣市代碼,鄉/鎮/市/區,營業狀態,經度,緯度,地址,電話,手機,網站,符合相關法規露營場／違反相關法規露營場,違反相關法規,是否有在原民區,露營場設置時間
仙腳趾景觀露營區,嘉義縣,10010,竹崎鄉,營業中,120.5940162,23.49285386,嘉義縣竹崎鄉白杞村樟樹坪41-1號,,,,違反相關法規露營場,違反區域計畫法,否,
頂笨仔露營區(綠野仙蹤),嘉義縣,10010,竹崎鄉,營業中,120.6741143,23.48003483,嘉義縣竹崎鄉光華村頂笨仔22號,,,,違反相關法規露營場,違反區域計畫法,否,
冠銘露營區,嘉義縣,10010,竹崎鄉,營業中,120.684396,23.49101243,,,,,違反相關法規露營場,違反區域計畫法,否,
景山露營區,嘉義縣,10010,竹崎鄉,營業中,120.672417,23.47973298,嘉義縣竹崎鄉光華村2鄰頂笨仔23號,,,,違反相關法規露營場,違反區域計畫法,否,
白樹腳驛站露營場,嘉義縣,10010,竹崎鄉,營業中,120.5601237,23.526505,嘉義縣竹崎鄉復金村白樹腳22號,,,,違反相關法規露營場,違反區域計畫法,否,
九叔公露營區,嘉義縣,10010,竹崎鄉,營業中,120.6724575,23.47994973,,,,,違反相關法規露營場,違反區域計畫法,否,
雲景咖啡露營區,嘉義縣,10010,竹崎鄉,營業中,120.684717,23.4587905,嘉義縣竹崎鄉中和村永和5-9號,,,,違反相關法規露營場,違反森林法/違反區域計畫法,否,
頂笨仔民宿露營區,嘉義縣,10010,竹崎鄉,營業中,120.6806567,23.48324595,嘉義縣竹崎鄉光華村1鄰9號,,,,違反相關法規露營場,違反區域計畫法,否,
山中曉露,嘉義縣,10010,竹崎鄉,營業中,120.6844519,23.49215309,嘉義縣竹崎鄉光華村1鄰3號,,,,違反相關法規露營場,違反森林法/違反區域計畫法,否,
向禾休閒農場,嘉義縣,10010,東石鄉,營業中,120.14863,23.507707,嘉義縣東石鄉鰲鼓村12鄰四股67-6號,053600959,,https://ezgo.ardswc.gov.tw/zh-TW/Front/Agri/Detail/1449,符合相關法規露營場,,否,1080625
阿里山有機小農露營區,嘉義縣,10010,阿里山鄉,營業中,120.7037669,23.47144233,嘉義縣阿里山鄉樂野村22號,,,,違反相關法規露營場,違反區域計畫法,是,
晨光露營區,嘉義縣,10010,阿里山鄉,營業中,120.705268,23.46413,,,,,違反相關法規露營場,違反區域計畫法,是,
阿將的家獵人帳,嘉義縣,10010,阿里山鄉,營業中,120.6980719,23.4614384,嘉義縣阿里山鄉樂野村4鄰129-6號,,,,違反相關法規露營場,違反區域計畫法,是,
高美休閒營區,嘉義縣,10010,阿里山鄉,營業中,120.7057203,23.47127785,嘉義縣阿里山鄉樂野村1鄰16-3號,,,,違反相關法規露營場,違反區域計畫法,是,
迷糊露營區,嘉義縣,10010,阿里山鄉,營業中,120.7134292,23.47282441,嘉義縣阿里山鄉69號,,,,違反相關法規露營場,違反區域計畫法,是,
亞亞竹農莊,嘉義縣,10010,阿里山鄉,營業中,120.7183687,23.39698828,嘉義縣阿里山鄉里佳村2鄰37號,,,,違反相關法規露營場,違反區域計畫法,是,
老鼠溪咖啡莊園營區(B、C區),嘉義縣,10010,阿里山鄉,營業中,120.7353311,23.45266085,,,,,違反相關法規露營場,違反區域計畫法,是,
來灣哈露營區,嘉義縣,10010,阿里山鄉,營業中,120.7007174,23.46273599,,,,,違反相關法規露營場,違反區域計畫法,是,
小森林農園露營區,嘉義縣,10010,阿里山鄉,營業中,120.708795,23.46770857,嘉義縣阿里山鄉樂野村2鄰70-6號,,,,違反相關法規露營場,違反區域計畫法,是,
汪爸露營區,嘉義縣,10010,阿里山鄉,營業中,120.6985646,23.4612968,嘉義縣阿里山鄉樂野村,,,,違反相關法規露營場,違反區域計畫法,是,
有夠遠露營區,嘉義縣,10010,阿里山鄉,營業中,120.7213166,23.40216733,嘉義縣阿里山鄉里佳村,,,,違反相關法規露營場,違反區域計畫法,是,
瓜地亞那露營區,嘉義縣,10010,阿里山鄉,營業中,120.751104,23.4581865,,,,,違反相關法規露營場,,是,
杉緣星空露營區,嘉義縣,10010,阿里山鄉,營業中,120.7186794,23.45622004,嘉義縣阿里山鄉樂野村8鄰,,,,違反相關法規露營場,違反區域計畫法,是,
山樂園露營區（一起鄒咖啡店）,嘉義縣,10010,阿里山鄉,營業中,120.7048974,23.47269396,,,,,違反相關法規露營場,違反區域計畫法,是,
老鼠溪咖啡莊園營區(A區),嘉義縣,10010,阿里山鄉,營業中,120.7289273,23.44861646,,,,,違反相關法規露營場,區域計畫法,是,
七彩琉璃生態農園,嘉義縣,10010,阿里山鄉,營業中,120.7450132,23.43240958,嘉義縣阿里山鄉達邦村7鄰達德安175-3號,,,,違反相關法規露營場,違反森林法/違反區域計畫法,是,
伊利雅娜露營區,嘉義縣,10010,阿里山鄉,營業中,120.762245,23.45732409,嘉義縣阿里山鄉達邦村特富野280號,,,,違反相關法規露營場,違反區域計畫法,是,
禾田露營場,嘉義縣,10010,阿里山鄉,營業中,120.7100695,23.46056684,嘉義縣阿里山鄉樂野村,,,,違反相關法規露營場,違反區域計畫法,是,
受不寮露營區,嘉義縣,10010,阿里山鄉,營業中,120.756383,23.44823129,嘉義縣阿里山鄉達邦村,,,,違反相關法規露營場,違反區域計畫法,是,
福山星月露營區,嘉義縣,10010,阿里山鄉,營業中,120.7175518,23.45361159,,,,,違反相關法規露營場,違反區域計畫法,是,
羅老爸的家,嘉義縣,10010,阿里山鄉,營業中,120.6976257,23.46017987,,,,,違反相關法規露營場,違反區域計畫法,是,
倉伯露營區,嘉義縣,10010,阿里山鄉,營業中,120.6982517,23.46118948,嘉義縣阿里山鄉樂野村4鄰129-11號,,,,違反相關法規露營場,違反區域計畫法,是,
瑞里幼葉林露營區,嘉義縣,10010,梅山鄉,營業中,120.6669684,23.53820911,嘉義縣梅山鄉瑞里村,,,,違反相關法規露營場,違反區域計畫法,否,
油車寮露營區,嘉義縣,10010,梅山鄉,營業中,120.7063458,23.5342581,嘉義縣梅山鄉太和村油車寮7-18號,,,,違反相關法規露營場,違反區域計畫法,否,
大巃頂觀光茶園,嘉義縣,10010,梅山鄉,營業中,120.6075179,23.55332977,嘉義縣梅山鄉太平村頂橋2-6號,,,,違反相關法規露營場,違反區域計畫法,否,
太平山露營區,嘉義縣,10010,梅山鄉,營業中,120.6029351,23.56300854,,,,,違反相關法規露營場,區域計畫法,否,
日麗風合露營區,嘉義縣,10010,梅山鄉,營業中,120.6629572,23.55837844,嘉義縣梅山鄉瑞峰村生毛樹25-3號,,,,違反相關法規露營場,違反區域計畫法,否,
瑞里雲淡風輕露營區,嘉義縣,10010,梅山鄉,營業中,120.6664992,23.52982938,嘉義縣梅山鄉瑞里村科子林15-1號,,,,違反相關法規露營場,違反區域計畫法,否,
初果森造露營園區,嘉義縣,10010,梅山鄉,營業中,120.6392083,23.55552552,嘉義縣梅山鄉太興村,,,,違反相關法規露營場,違反區域計畫法,否,
格瑞菈森林露營區,嘉義縣,10010,梅山鄉,營業中,120.6651618,23.53861307,,,,,違反相關法規露營場,違反區域計畫法,否,
良亭花岩露營區,嘉義縣,10010,梅山鄉,營業中,120.7056183,23.51987091,嘉義縣梅山鄉太和村樟樹湖11-6號,,,,違反相關法規露營場,違反區域計畫法,否,
振峯碧湖山新營區,嘉義縣,10010,梅山鄉,營業中,120.6139082,23.56831466,,,,,違反相關法規露營場,違反區域計畫法,否,
梅山古梅秘境露營區 ,嘉義縣,10010,梅山鄉,營業中,120.5899581,23.55353738,,,,,違反相關法規露營場,區域計畫法,否,
慢漫山林露營區,嘉義縣,10010,梅山鄉,營業中,120.648928,23.5634285,,,,,違反相關法規露營場,違反區域計畫法,否,
琢英露營場,嘉義縣,10010,梅山鄉,營業中,120.6279302,23.54824525,,,,,違反相關法規露營場,違反區域計畫法,否,
悅日松林,嘉義縣,10010,梅山鄉,營業中,120.6292954,23.53695772,,,,,違反相關法規露營場,違反區域計畫法,否,
太和觀光果園露營區,嘉義縣,10010,梅山鄉,營業中,120.7115868,23.52545946,,,,,違反相關法規露營場,違反區域計畫法,否,
小瓶秘境休閒農場,嘉義縣,10010,梅山鄉,營業中,120.7308518,23.56187913,,,,,違反相關法規露營場,違反區域計畫法,否,
許家茶園民宿露營區,嘉義縣,10010,梅山鄉,營業中,120.6725447,23.54382716,,,,,違反相關法規露營場,違反區域計畫法,否,
振峯製茶所,嘉義縣,10010,梅山鄉,營業中,120.6068594,23.56095926,嘉義縣梅山鄉太平村48-16號,,,,違反相關法規露營場,尚未登記,否,
太山農場露營區,嘉義縣,10010,梅山鄉,營業中,120.7075227,23.53444983,,,,,違反相關法規露營場,違反區域計畫法,否,
龍頂山露營區,嘉義縣,10010,番路鄉,營業中,120.6618081,23.44942759,,,,,違反相關法規露營場,違反區域計畫法,否,
淺山尋露,嘉義縣,10010,番路鄉,營業中,120.6445696,23.41619356,,,,,違反相關法規露營場,違反區域計畫法,否,
好柿抵嘉,嘉義縣,10010,番路鄉,營業中,120.5988989,23.45122407,嘉義縣番路鄉埔尾52-3號,,,,違反相關法規露營場,違反區域計畫法,否,
半天岩10號露營區,嘉義縣,10010,番路鄉,營業中,120.5961487,23.4633568,嘉義縣番路鄉民和村半天岩10號,,,,違反相關法規露營場,違反區域計畫法,否,
草地狀元露營區,嘉義縣,10010,番路鄉,營業中,120.6264383,23.47951839,,,,,違反相關法規露營場,違反區域計畫法,否,
三寶山露營區,嘉義縣,10010,番路鄉,營業中,120.6053504,23.46183068,,,,,違反相關法規露營場,違反區域計畫法,否,
花田小露露營區,嘉義縣,10010,番路鄉,營業中,120.6068549,23.44491014,,,,,違反相關法規露營場,違反水土保持法,否,
花舞山嵐農莊(星知心露營區),嘉義縣,10010,番路鄉,營業中,120.6484272,23.44306259,,,,,違反相關法規露營場,違反區域計畫法,否,
龍銀山露營區,嘉義縣,10010,番路鄉,營業中,120.6724408,23.44666225,嘉義縣番路鄉公田村巃頭17-19號,,,,違反相關法規露營場,違反區域計畫法,否,
水綠光露營知嘉,嘉義縣,10010,番路鄉,營業中,120.6151904,23.4546628,,,,,違反相關法規露營場,違反區域計畫法,否,
岩仔腳休閒露營區(老鷹區),嘉義縣,10010,番路鄉,營業中,120.5864602,23.46031914,嘉義縣番路鄉民和村3鄰岩仔腳16-6號,,,,違反相關法規露營場,違反區域計畫法,否,
淳風皓月露營區,嘉義縣,10010,番路鄉,營業中,120.6422806,23.42701223,,,,,違反相關法規露營場,違反區域計畫法佔用國有土地,否,
星月傳說露營區,嘉義縣,10010,番路鄉,營業中,120.6519095,23.42215564,嘉義縣番路鄉公田村隙頂75-20附8號,,,,違反相關法規露營場,違反區域計畫法,否,
梅王露營場,嘉義縣,10010,番路鄉,營業中,120.5894646,23.46008706,嘉義縣番路鄉民和村大華公路六段,,,,違反相關法規露營場,違反區域計畫法,否,
岩仔腳休閒露營區(兔子區),嘉義縣,10010,番路鄉,營業中,120.586572,23.46007303,,,,,違反相關法規露營場,區域計畫法,否,
期仙磴,嘉義縣,10010,番路鄉,營業中,,,,,,,違反相關法規露營場,區域計畫法,否,
阿里山草堂露營渡假村,嘉義縣,10010,番路鄉,營業中,120.6270643,23.48161889,,,,,違反相關法規露營場,違反區域計畫法,否,
歸樸露營場,嘉義縣,10010,番路鄉,營業中,120.5529682,23.45580606,,,0978996796,https://guipuglamping.com/,符合相關法規露營場,,否,1130403
一星伴露營區,彰化縣,10007,芬園鄉,營業中,120.6294875,23.98932488,彰南路二段150號,,0968874899,https://www.hbo-star.com/blank-10,違反相關法規露營場,水土保持法(已裁罰),否,
沐卉親子農場,彰化縣,10007,溪湖鎮,營業中,120.5123064,23.94960453,崙子腳路5-22號,,0928193047,,違反相關法規露營場,都市計畫土地使用分區之規定,否,
踏親露營場,臺中市,66000,大甲區,營業中,120.6499583,24.35949334,成功路221號,,0983669502,https://www.dajiataqin.com/,符合相關法規露營場,,否,1120804
大安濱海樂園露營區(向海那漾),臺中市,66000,大安區,營業中,120.58544,24.38361,北汕路86巷1號,0426868513,,https://www.nayangbeach.com.tw/?gclid=CjwKCAjw88yxBhBWEiwA7cm6pcAL90yTnoCsfMug_Q_OEDPRo8KrxzAyZ1UuRnRPBXykyl9cfHhCABoCQHQQAvD_BwE,符合相關法規露營場,,否,1111021
小熊寶貝麥鄉農村,臺中市,66000,大雅區,營業中,120.630888,24.217719,臺中市大雅區上山路175巷15號,,0932671523,,違反相關法規露營場,疑涉違反都市計畫法臺中市施行自治條例,否,
蟬說：山中靜靜,臺中市,66000,太平區,營業中,120.8150634,24.12447757,太平區東汴里山田路218號,,,,違反相關法規露營場,區域計畫法,否,
有山林休閒農場,臺中市,66000,太平區,營業中,120.814902,24.124431,臺中市太平區山田路大湖巷43號,,0908668913,,違反相關法規露營場,區域計畫法,否,
三山來此咖啡莊園,臺中市,66000,北屯區,營業中,120.78867,24.206551,東山路二段183之33號,,0939599255,,違反相關法規露營場,疑涉違章建築,否,
中正露營區,臺中市,66000,北屯區,營業中,120.7833877,24.17638152,北屯區北坑巷113號旁,0422390685,,https://www.facebook.com/tcc.scout.campside/,符合相關法規露營場,,否,公有露營場請洽主管機關
摩天輪營地,臺中市,66000,外埔區,營業中,120.700299,24.327813,永豐段257-3號,,0972925606,,違反相關法規露營場,區域計畫法,否,
洪爺爺菜園丫,臺中市,66000,外埔區,營業中,120.688462,24.324052,外埔區水頭二路18號,,0918895928,https://www.facebook.com/grandpapahung/?locale=zh_TW,違反相關法規露營場,區域計畫法,否,
發現星村景觀休閒園區(星月大地),臺中市,66000,外埔區,營業中,120.70343,24.333266,眉北路486號,,0925512190,,違反相關法規露營場,區域計畫法,否,
中華民國農會休閒綜合農牧場(森渼原),臺中市,66000,外埔區,營業中,120.620583,24.329333,二崁路700號,0426805581,,https://www.agb.com.tw/,符合相關法規露營場,,否,1070717
沙連墩,臺中市,66000,石岡區,營業中,120.787092,24.26798,石岡區九房里萬仙街岡仙巷7-1號,,0932629609,,違反相關法規露營場,區域計畫法,否,
彩虹星光露營區,臺中市,66000,石岡區,營業中,120.783274,24.270069,石岡區豐勢路山下巷11-8號,,0918373400,,違反相關法規露營場,違反都市計畫法、建築管理,否,
九甲林露營區,臺中市,66000,石岡區,營業中,120.7859909,24.26590061,石岡區龍興里萬仙街岡仙巷7-1號,,,,違反相關法規露營場,區域計畫法,否,
泰安驛站露營區,臺中市,66000,后里區,營業中,120.752949,24.323771,后里區泰安村圳頭產業道路,,0937282625,,違反相關法規露營場,區域計畫法,否,
橘祥合院,臺中市,66000,后里區,營業中,120.749988,24.313916,后里區仁里里圳寮路35號,0425560878,,,違反相關法規露營場,區域計畫法,否,
神農谷,臺中市,66000,和平區,營業中,120.972935,24.171513,和平區東關路一段松鶴三巷100-5號,,0952152040,,違反相關法規露營場,區域計畫法,是,
寓林休閒農場(籌備中),臺中市,66000,和平區,營業中,120.898111,24.168167,,,,,符合相關法規露營場,,是,1130217
邦古河那彎露營區(邦古有機雞農場),臺中市,66000,和平區,營業中,120.962719,24.168365,和平區東關路一段松鶴三巷199-11號,,0938187218,,違反相關法規露營場,區域計畫法,是,
谷關365露營區,臺中市,66000,和平區,營業中,120.966655,24.21016,和平區東關路一段20之5號,,0926717069,https://m.icamping.app/store/gk444,違反相關法規露營場,區域計畫法,是,
山上小日子,臺中市,66000,和平區,營業中,120.950298,24.165408,東關路一段裡冷巷1-8號,,0975918017,,違反相關法規露營場,區域計畫法,是,
覓靜莊園露營區,臺中市,66000,和平區,營業中,120.970705,24.148608,和平區東關路一段裡冷巷99號,,0932534105,,違反相關法規露營場,區域計畫法,是,
照哥的家,臺中市,66000,和平區,營業中,120.973665,24.148921,博愛區博愛里松鶴2巷56號,,0919677814,,違反相關法規露營場,區域計畫法,是,
芭蓊露營區,臺中市,66000,和平區,營業中,120.935334,24.335478,東崎路一段桃山巷73-3號,,0988199271,,違反相關法規露營場,區域計畫法,是,
呆呆的家,臺中市,66000,和平區,營業中,120.95857,24.169101,東關路一段677號,,0978609093,,違反相關法規露營場,區域計畫法,是,
吉娃斯咖啡莊園歡喜營地,臺中市,66000,和平區,營業中,120.937357,24.339854,和平區達觀里東崎路一段桃山巷51-1號,,0989292375,,違反相關法規露營場,區域計畫法,是,
晨融雅谷,臺中市,66000,和平區,營業中,120.97571,24.173949,和平區東關路一段松鶴三巷60-16號及81號,,0972229462,,違反相關法規露營場,區域計畫法,是,
樂悠悠露營區,臺中市,66000,和平區,營業中,120.964302,24.149467,和平區東關路一段裡冷巷73號 (裡冷溪林道),,,,違反相關法規露營場,區域計畫法,是,
松風谷露營區,臺中市,66000,和平區,營業中,121.013997,24.199792,和平區東關路一段台電巷122-20號,,0927260099,,違反相關法規露營場,區域計畫法,是,
